CF-ID,AdminLevel,Admin1GeoBID,Admin1GeoBType,Admin1GeoBName,Admin1CASTName,RAH-Adm0-IsoAbbr,RAH-Adm0-Name,Date-StartForecastInterval,Date-EndForecastInterval,Duration-ForecastInterval_Months,CF-Indicator-Name,CF-Indicator-Value,CF-Indicator-Type,CF-Indicator-Direction,CF-Indicator-Descr,Source,CreatedOn,CreatedBy
8533,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202502,6,CAST-Total_events-6m,1110.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted total number of political violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: total_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8534,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202411,3,CAST-Battles_events-3m,26.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of battle events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: battles_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8535,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202502,6,CAST-Battles_events-6m,56.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of battle events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: battles_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8536,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202411,3,CAST-ERV_events-3m,516.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of explosions and remote violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: erv_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8537,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202502,6,CAST-ERV_events-6m,1032.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of explosions and remote violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: erv_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8538,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202411,3,CAST-VaC_events-3m,17.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of violence against civilians events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: vac_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8539,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202502,6,CAST-VaC_events-6m,22.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of violence against civilians events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: vac_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8540,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202408,202410,3,VIEWS-Main_fatalities-3m,39.038599999999995,Number of Fatalities [0-N],higher=more violence,"VIEWS. Forecasted total number of fatalities in (3 or 6 or 12)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following UCDP and VIEWS definitions and codebook (VIEWS column: main_mean).",https://viewsforecasting.org/data/#latest-data,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8541,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202408,202501,6,VIEWS-Main_fatalities-6m,86.6265,Number of Fatalities [0-N],higher=more violence,"VIEWS. Forecasted total number of fatalities in (3 or 6 or 12)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following UCDP and VIEWS definitions and codebook (VIEWS column: main_mean).",https://viewsforecasting.org/data/#latest-data,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8542,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202408,202507,12,VIEWS-Main_fatalities-12m,154.4353,Number of Fatalities [0-N],higher=more violence,"VIEWS. Forecasted total number of fatalities in (3 or 6 or 12)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following UCDP and VIEWS definitions and codebook (VIEWS column: main_mean).",https://viewsforecasting.org/data/#latest-data,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8543,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202407,202407,12,CFB-AnyViolence-12m,0.9383131,Risk Score [0-1],higher=higher risk for violence,"Conflict Forecast Barcelona. Forecasted risk for any violence in the next 12 months [Date-StartForecastInterval,Date-EndForecastInterval] (following BSE and UCDP definitions and codebook; column: anyviolence_12).",https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52065,Admin1,8384693B50697642267539,ADM1,Tartous,Tartous,SYR,Syria,202408,202501,6,VIEWS-Main_fatalities-6m,41.431799999999996,Number of Fatalities [0-N],higher=more violence,"VIEWS. Forecasted total number of fatalities in (3 or 6 or 12)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following UCDP and VIEWS definitions and codebook (VIEWS column: main_mean).",https://viewsforecasting.org/data/#latest-data,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8544,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202411,3,AggregRank-3m,0.0469361147327249,Risk score [0-1],higher=more violence,"Aggregate conflict forecast rank, calculated for each admin1 i as the mean of the normalized ranks of CAST, VIEWS, and CF-B [mean(rank_normalized(CAST_total_events_i), rank_normalized(VIEWS_fatalities_i), rank_normalized(BSE_conflictintensity_i))] per forecast time-interval  [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52066,Admin1,8384693B50697642267539,ADM1,Tartous,Tartous,SYR,Syria,202408,202507,12,VIEWS-Main_fatalities-12m,163.2098,Number of Fatalities [0-N],higher=more violence,"VIEWS. Forecasted total number of fatalities in (3 or 6 or 12)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following UCDP and VIEWS definitions and codebook (VIEWS column: main_mean).",https://viewsforecasting.org/data/#latest-data,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52067,Admin1,8384693B50697642267539,ADM1,Tartous,Tartous,SYR,Syria,202407,202407,12,CFB-AnyViolence-12m,0.448478,Risk Score [0-1],higher=higher risk for violence,"Conflict Forecast Barcelona. Forecasted risk for any violence in the next 12 months [Date-StartForecastInterval,Date-EndForecastInterval] (following BSE and UCDP definitions and codebook; column: anyviolence_12).",https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8545,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202502,6,AggregRank-6m,0.046794871794871795,Risk score [0-1],higher=more violence,"Aggregate conflict forecast rank, calculated for each admin1 i as the mean of the normalized ranks of CAST, VIEWS, and CF-B [mean(rank_normalized(CAST_total_events_i), rank_normalized(VIEWS_fatalities_i), rank_normalized(BSE_conflictintensity_i))] per forecast time-interval  [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8546,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202508,12,AggregRank-12m,0.015384615384615385,Risk score [0-1],higher=more violence,"Aggregate conflict forecast rank, calculated for each admin1 i as the mean of the normalized ranks of CAST, VIEWS, and CF-B [mean(rank_normalized(CAST_total_events_i), rank_normalized(VIEWS_fatalities_i), rank_normalized(BSE_conflictintensity_i))] per forecast time-interval  [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8547,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202411,3,AggregMetric-3m,0.06569158533448298,Risk score [0-1],higher=more violence,"Aggregate conflict forecast metric, calculated for each admin1 i as the mean of normalized CAST, VIEWS, and CF-B values [mean(norm(CAST_totalevents_im), norm(VIEWS_fatalities_im), rank_norm(BSE_im))] per forecast time-interval [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52069,Admin1,8384693B50697642267539,ADM1,Tartous,Tartous,SYR,Syria,202409,202502,6,AggregRank-6m,0.008907624633431085,Risk score [0-1],higher=more violence,"Aggregate conflict forecast rank, calculated for each admin1 i as the mean of the normalized ranks of CAST, VIEWS, and CF-B [mean(rank_normalized(CAST_total_events_i), rank_normalized(VIEWS_fatalities_i), rank_normalized(BSE_conflictintensity_i))] per forecast time-interval  [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52076,Admin1,8384693B56550821124428,ADM1,Deir-ez-Zor,Deir ez Zor,SYR,Syria,202409,202411,3,CAST-Battles_events-3m,293.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of battle events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: battles_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52077,Admin1,8384693B56550821124428,ADM1,Deir-ez-Zor,Deir ez Zor,SYR,Syria,202409,202502,6,CAST-Battles_events-6m,577.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of battle events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: battles_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52078,Admin1,8384693B56550821124428,ADM1,Deir-ez-Zor,Deir ez Zor,SYR,Syria,202409,202411,3,CAST-ERV_events-3m,164.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of explosions and remote violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: erv_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8548,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202502,6,AggregMetric-6m,0.06709826419843588,Risk score [0-1],higher=more violence,"Aggregate conflict forecast metric, calculated for each admin1 i as the mean of normalized CAST, VIEWS, and CF-B values [mean(norm(CAST_totalevents_im), norm(VIEWS_fatalities_im), rank_norm(BSE_im))] per forecast time-interval [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52070,Admin1,8384693B50697642267539,ADM1,Tartous,Tartous,SYR,Syria,202409,202508,12,AggregRank-12m,0.016129032258064516,Risk score [0-1],higher=more violence,"Aggregate conflict forecast rank, calculated for each admin1 i as the mean of the normalized ranks of CAST, VIEWS, and CF-B [mean(rank_normalized(CAST_total_events_i), rank_normalized(VIEWS_fatalities_i), rank_normalized(BSE_conflictintensity_i))] per forecast time-interval  [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52079,Admin1,8384693B56550821124428,ADM1,Deir-ez-Zor,Deir ez Zor,SYR,Syria,202409,202502,6,CAST-ERV_events-6m,326.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of explosions and remote violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: erv_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52080,Admin1,8384693B56550821124428,ADM1,Deir-ez-Zor,Deir ez Zor,SYR,Syria,202409,202411,3,CAST-VaC_events-3m,85.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of violence against civilians events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: vac_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52081,Admin1,8384693B56550821124428,ADM1,Deir-ez-Zor,Deir ez Zor,SYR,Syria,202409,202502,6,CAST-VaC_events-6m,169.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of violence against civilians events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: vac_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
8549,Admin1,19161824B91089536365577,ADM1,Northern District,HaZafon,ISR,Israel,202409,202508,12,AggregMetric-12m,0.014380184657097672,Risk score [0-1],higher=more violence,"Aggregate conflict forecast metric, calculated for each admin1 i as the mean of normalized CAST, VIEWS, and CF-B values [mean(norm(CAST_totalevents_im), norm(VIEWS_fatalities_im), rank_norm(BSE_im))] per forecast time-interval [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52089,Admin1,8384693B56550821124428,ADM1,Deir-ez-Zor,Deir ez Zor,SYR,Syria,202409,202411,3,AggregMetric-3m,0.07244460730401617,Risk score [0-1],higher=more violence,"Aggregate conflict forecast metric, calculated for each admin1 i as the mean of normalized CAST, VIEWS, and CF-B values [mean(norm(CAST_totalevents_im), norm(VIEWS_fatalities_im), rank_norm(BSE_im))] per forecast time-interval [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52093,Admin1,8384693B61807023607014,ADM1,As-Sweida,As Sweida,SYR,Syria,202409,202502,6,CAST-Total_events-6m,70.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted total number of political violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: total_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52109,Admin1,8384693B61807023607014,ADM1,As-Sweida,As Sweida,SYR,Syria,202409,202508,12,AggregMetric-12m,0.05993305915298208,Risk score [0-1],higher=more violence,"Aggregate conflict forecast metric, calculated for each admin1 i as the mean of normalized CAST, VIEWS, and CF-B values [mean(norm(CAST_totalevents_im), norm(VIEWS_fatalities_im), rank_norm(BSE_im))] per forecast time-interval [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52110,Admin1,8384693B67178658489877,ADM1,Aleppo,Aleppo,SYR,Syria,202409,202411,3,CAST-Total_events-3m,804.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted total number of political violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: total_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52111,Admin1,8384693B67178658489877,ADM1,Aleppo,Aleppo,SYR,Syria,202409,202502,6,CAST-Total_events-6m,1576.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted total number of political violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: total_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52112,Admin1,8384693B67178658489877,ADM1,Aleppo,Aleppo,SYR,Syria,202409,202411,3,CAST-Battles_events-3m,137.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of battle events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: battles_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52113,Admin1,8384693B67178658489877,ADM1,Aleppo,Aleppo,SYR,Syria,202409,202502,6,CAST-Battles_events-6m,260.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of battle events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: battles_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52114,Admin1,8384693B67178658489877,ADM1,Aleppo,Aleppo,SYR,Syria,202409,202411,3,CAST-ERV_events-3m,542.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted number of explosions and remote violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: erv_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52120,Admin1,8384693B67178658489877,ADM1,Aleppo,Aleppo,SYR,Syria,202408,202507,12,VIEWS-Main_fatalities-12m,277.1006,Number of Fatalities [0-N],higher=more violence,"VIEWS. Forecasted total number of fatalities in (3 or 6 or 12)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following UCDP and VIEWS definitions and codebook (VIEWS column: main_mean).",https://viewsforecasting.org/data/#latest-data,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52121,Admin1,8384693B67178658489877,ADM1,Aleppo,Aleppo,SYR,Syria,202407,202407,12,CFB-AnyViolence-12m,0.8438903714285715,Risk Score [0-1],higher=higher risk for violence,"Conflict Forecast Barcelona. Forecasted risk for any violence in the next 12 months [Date-StartForecastInterval,Date-EndForecastInterval] (following BSE and UCDP definitions and codebook; column: anyviolence_12).",https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52162,Admin1,8384693B89451039606890,ADM1,Rural Damascus,Rural Damascus,SYR,Syria,202409,202502,6,AggregMetric-6m,0.013860387975871899,Risk score [0-1],higher=more violence,"Aggregate conflict forecast metric, calculated for each admin1 i as the mean of normalized CAST, VIEWS, and CF-B values [mean(norm(CAST_totalevents_im), norm(VIEWS_fatalities_im), rank_norm(BSE_im))] per forecast time-interval [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52163,Admin1,8384693B89451039606890,ADM1,Rural Damascus,Rural Damascus,SYR,Syria,202409,202508,12,AggregMetric-12m,0.0450226705240206,Risk score [0-1],higher=more violence,"Aggregate conflict forecast metric, calculated for each admin1 i as the mean of normalized CAST, VIEWS, and CF-B values [mean(norm(CAST_totalevents_im), norm(VIEWS_fatalities_im), rank_norm(BSE_im))] per forecast time-interval [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52068,Admin1,8384693B50697642267539,ADM1,Tartous,Tartous,SYR,Syria,202409,202411,3,AggregRank-3m,0.009167081466733035,Risk score [0-1],higher=more violence,"Aggregate conflict forecast rank, calculated for each admin1 i as the mean of the normalized ranks of CAST, VIEWS, and CF-B [mean(rank_normalized(CAST_total_events_i), rank_normalized(VIEWS_fatalities_i), rank_normalized(BSE_conflictintensity_i))] per forecast time-interval  [Duration-ForecastInterval_Months]. Note the averaging for this aggregate metric is done per forecasting time-interval (3, 6, or 12 months), so we use the most recent data from all forecasting systems and write the resulting aggregate score into one common time-interval [t_start, t_end], but neglect potential differences in date (+/- 1 month) of most recent available data (VIEWS, CAST, BSE).",https://api.acleddata.com/cast/_https://viewsforecasting.org/data/#latest-data_https://conflictforecast.org/downloads,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
52074,Admin1,8384693B56550821124428,ADM1,Deir-ez-Zor,Deir ez Zor,SYR,Syria,202409,202411,3,CAST-Total_events-3m,542.0,Number of Events [0-N],higher=more violence,"ACLED CAST. Forecasted total number of political violence events in (3 or 6)-month interval, as given in [Date-StartForecastInterval,Date-EndForecastInterval], following ACLED and CAST definitions and codebook (ACLED column: total_forecast).",https://api.acleddata.com/cast/,2024-09-16,/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictForecastingData/aggregate_Admin1_Forecasts
