ID,Date,Admin1GeoBID,Admin1GeoBType,Admin1GeoBName,Admin1CASTName,CountryName,CountryIso,ACLED_TotalEvents,ACLED_Protests,ACLED_Riots,ACLED_ErV,ACLED_StrDev,ACLED_VaC,ACLED_Battles,ACLED_Fatalities,UCDP_Fatalities,ConflictIntensity,Description,CreatedBy,CreatedOn
377,202308,17685810B5034457967489,ADM1,South Khorasan,South Khorasan,Iran,IRN,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00011294330246216399,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
378,202308,17685810B50760377364469,ADM1,Tehran,Tehran,Iran,IRN,54.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.002027027027027027,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
379,202308,17685810B57153227405324,ADM1,Alborz,Alborz,Iran,IRN,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001190972428988269,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
380,202308,17685810B58703616021829,ADM1,North Khorasan,North Khorasan,Iran,IRN,,,,,,,,,,,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
381,202308,17685810B60472007491578,ADM1,Hamadan,Hamadan,Iran,IRN,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0001824950726330389,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
382,202308,17685810B6126582797818,ADM1,Chaharmahal and Bakhtiari,Chaharmahal and Bakhtiari,Iran,IRN,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0003048264182895851,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
383,202308,17685810B64585898126645,ADM1,Qazvin,Qazvin,Iran,IRN,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00039268300664288753,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
384,202308,17685810B64963005891064,ADM1,Hormozgan,Hormozgan,Iran,IRN,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.00019932230416583617,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
385,202308,17685810B65996934059620,ADM1,Sistan and Baluchestan,Sistan and Baluchestan,Iran,IRN,26.0,12.0,8.0,0.0,2.0,1.0,3.0,4.0,1.0,0.0005316574148560228,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
386,202308,17685810B67379877863322,ADM1,Markazi,Markazi,Iran,IRN,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00031915233140778095,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
388,202308,17685810B7382218659393,ADM1,Kohgiluyeh and Boyer-Ahmad,Kohgiluyeh and Boyer-Ahmad,Iran,IRN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.443407596157157e-05,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
389,202308,17685810B76974127550435,ADM1,Mazandaran,Mazandaran,Iran,IRN,,,,,,,,,,,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
390,202308,17685810B81741200709170,ADM1,East Azerbaijan,East Azerbaijan,Iran,IRN,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0006400120472855959,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
395,202308,17685810B98247647047819,ADM1,Razavi Khorasan,Razavi Khorasan,Iran,IRN,12.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.00040643522438611344,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
396,202308,17685810B99097995033086,ADM1,Khuzestan,Khuzestan,Iran,IRN,36.0,35.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0011780490199286627,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
5664,202309,68408151B13555465262434,ADM1,Beyrouth,Beirut,Lebanon,LBN,12.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.00038298279768933714,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
5665,202309,68408151B17317068268844,ADM1,Liban-Sud,South,Lebanon,LBN,20.0,5.0,0.0,2.0,5.0,0.0,8.0,18.0,,0.0007322788517867604,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
5668,202309,68408151B59549752014872,ADM1,Béqaa,Bekaa,Lebanon,LBN,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.00015059106994955198,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
5669,202309,68408151B65529488220063,ADM1,Liban-Nord,North,Lebanon,LBN,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00015015015015015014,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
5670,202309,68408151B78911970066467,ADM1,Mont-Liban,Mount Lebanon,Lebanon,LBN,7.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.00020842017507294707,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
5666,202309,68408151B19672163648714,ADM1,Baalbek-Hermel,Baalbek-Hermel,Lebanon,LBN,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.00010330222788471471,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
5667,202309,68408151B46493486830483,ADM1,Nabatîyé,Al Nabatieh,Lebanon,LBN,7.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0002360478839993256,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
5671,202309,68408151B85296590469481,ADM1,Aakkâr,Akkar,Lebanon,LBN,7.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.00023625502041918392,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
3685,202309,19161824B12012272353046,ADM1,Haifa,Haifa,Israel,ISR,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0009162603488334042,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
3686,202309,19161824B24193204184747,ADM1,Southern District,HaDarom,Israel,ISR,17.0,11.0,0.0,5.0,1.0,0.0,0.0,0.0,,0.0005647465284698691,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
3687,202309,19161824B470428506180,ADM1,Central District,HaMerkaz,Israel,ISR,54.0,46.0,4.0,0.0,2.0,2.0,0.0,1.0,,0.00199203187250996,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
3688,202309,19161824B77983365125372,ADM1,Tel Aviv,Tel Aviv,Israel,ISR,33.0,27.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0010532026936456772,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
3689,202309,19161824B79530266069959,ADM1,Jerusalem District,Jerusalem,Israel,ISR,17.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0006224370240187463,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
3690,202309,19161824B91089536365577,ADM1,Northern District,HaZafon,Israel,ISR,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0009985882028855757,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29309,202405,17685810B10287014873220,ADM1,Mazandaran,Mazandaran,Iran,IRN,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,9.966115208291808e-05,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29310,202405,17685810B13889842409055,ADM1,Lorestan,Lorestan,Iran,IRN,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00018444739560277408,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29311,202405,17685810B1629292304739,ADM1,Golestan,Golestan,Iran,IRN,,,,,,,,,,,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29312,202405,17685810B16876171097638,ADM1,Ilam,Ilam,Iran,IRN,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00014645577035735208,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29313,202405,17685810B1706611058442,ADM1,Qom,Qom,Iran,IRN,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.886815192314314e-05,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29314,202405,17685810B18940918043543,ADM1,Yazd,Yazd,Iran,IRN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.372112628561794e-05,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29315,202405,17685810B20487167396081,ADM1,Isfahan,Isfahan,Iran,IRN,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00037647767487388,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29316,202405,17685810B23440170667410,ADM1,West Azerbaijan,West Azerbaijan,Iran,IRN,15.0,5.0,0.0,7.0,3.0,0.0,0.0,1.0,,0.0005630630630630631,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29317,202405,17685810B3064942505232,ADM1,Kurdistan,Kurdistan,Iran,IRN,14.0,11.0,0.0,0.0,0.0,2.0,1.0,3.0,,0.00041684035014589413,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29318,202405,17685810B30738859401369,ADM1,Fars,Fars,Iran,IRN,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00027000573762192445,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29319,202405,17685810B38369866596405,ADM1,Zanjan,Zanjan,Iran,IRN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.649901452660778e-05,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29320,202405,17685810B43663780619119,ADM1,Semnan,Semnan,Iran,IRN,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00010160880609652836,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29321,202405,17685810B5034457967489,ADM1,South Khorasan,South Khorasan,Iran,IRN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.2723583886907294e-05,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29322,202405,17685810B50760377364469,ADM1,Tehran,Tehran,Iran,IRN,35.0,31.0,1.0,0.0,1.0,2.0,0.0,0.0,,0.0011627134409673775,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
469,202308,19161824B12012272353046,ADM1,Haifa,Haifa,Israel,ISR,31.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0011636636636636636,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
470,202308,19161824B24193204184747,ADM1,Southern District,HaDarom,Israel,ISR,14.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.00041684035014589413,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
471,202308,19161824B470428506180,ADM1,Central District,HaMerkaz,Israel,ISR,54.0,48.0,0.0,0.0,4.0,2.0,0.0,1.0,,0.0018225387289479901,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
472,202308,19161824B77983365125372,ADM1,Tel Aviv,Tel Aviv,Israel,ISR,42.0,38.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0008400357596376527,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
473,202308,19161824B79530266069959,ADM1,Jerusalem District,Jerusalem,Israel,ISR,21.0,13.0,6.0,0.0,1.0,1.0,0.0,1.0,,0.0007112616426756986,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
474,202308,19161824B91089536365577,ADM1,Northern District,HaZafon,Israel,ISR,38.0,35.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0012434961877024772,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29324,202405,17685810B58703616021829,ADM1,North Khorasan,North Khorasan,Iran,IRN,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.383046628155619e-05,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29323,202405,17685810B57153227405324,ADM1,Alborz,Alborz,Iran,IRN,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.377895824110964e-05,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29325,202405,17685810B60472007491578,ADM1,Hamadan,Hamadan,Iran,IRN,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001830697129466901,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29326,202405,17685810B6126582797818,ADM1,Chaharmahal and Bakhtiari,Chaharmahal and Bakhtiari,Iran,IRN,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00017217037980785785,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
29329,202405,17685810B65996934059620,ADM1,Sistan and Baluchestan,Sistan and Baluchestan,Iran,IRN,18.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0006756756756756757,"All columns with ACLED and UCDP data contain the data as obtained from the public APIs, aggregated to country-months. The column [ConflictIntensity] contains an experimental metric to represent conflict intensity by combining the number of violence events in ACLED and the number of fatalities in UCDP - please only use with caution.",/Repos/marcel.meyer@undp.org/Forecasting_Political_Violence/conflictData/getRecentGlobalConflictHistoryAdmin1,2024-09-15
